구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
공중화장실,용허리근린공원,,서울특별시 서초구 서초동 1324-1,N,1,2,1,0,0,0,2,1,0,서울특별시 서초구,,연중무휴,,37.4941974,127.0207993,2018-07-11
공중화장실,송동근린공원,,서울특별시 서초구 우면동 777,N,1,3,1,0,0,0,4,1,0,서울특별시 서초구,,연중무휴,,37.4720687,127.0229019,2018-07-11
공중화장실,영동1교재난대피시설(양재천근린공원내),,서울특별시 서초구 양재동 261-22,N,3,3,0,0,0,0,3,0,0,서울특별시 서초구,,연중무휴,,37.476351,127.0398086,2018-07-11
공중화장실,청계산공영주차장 화장실,,서울특별시 서초구 원지동 362-1,N,4,5,1,0,0,0,9,1,0,서울특별시 서초구,,연중무휴,,37.4453655,127.0548243,2018-07-11
공중화장실,말죽거리공원화장실,,서울특별시 서초구 서초동 258-2,N,1,1,0,0,0,0,1,0,0,서울특별시 서초구,,연중무휴,,37.4826688,127.0315779,2018-07-11
공중화장실,반포종합운동장,,서울특별시 서초구 반포동 15-2,N,4,6,0,0,0,0,9,0,0,서울특별시 서초구,,06:00~22:00,,37.5005871,126.9919603,2018-07-11
공중화장실,방배배수지 체육공원,,서울특별시 서초구 방배동 599,N,1,2,0,0,0,0,2,0,0,서울특별시 서초구,,06:00~22:00,,37.4728927,126.9896612,2018-07-11
공중화장실,양재시민의숲 테니스장,,서울특별시 서초구 양재동 236,N,3,3,0,0,0,0,3,0,0,서울특별시 서초구,,06:00~22:00,,37.4712172,127.0345471,2018-07-11
공중화장실,내곡동체육시설,,서울특별시 서초구 내곡동 1-279,N,1,1,0,0,0,0,3,0,0,서울특별시 서초구,,06:00~22:00,,37.4585573,127.0799283,2018-07-11
공중화장실,서초구민체육센터(위탁시설),,서울특별시 서초구 반포동 114-3,N,7,16,0,0,0,0,10,0,0,서울특별시 서초구,,06:00~22:00,,37.4988259,126.988305,2018-07-11
공중화장실,언남문화체육센터 (위탁시설),,서울특별시 서초구 양재동 309,N,18,18,0,0,0,0,28,0,0,서울특별시 서초구,,06:00~22:00,,37.4725868,127.0405293,2018-07-11
공중화장실,잠원스포츠파크 (위탁시설),,서울특별시 서초구 잠원동 71-10,N,4,3,0,0,0,0,5,0,0,서울특별시 서초구,,06:00~22:00,,37.5112158,127.0030191,2018-07-11
공중화장실,반포종합운동장체육센터 (위탁시설),,서울특별시 서초구 반포동 15-2,N,1,1,0,0,0,0,2,0,0,서울특별시 서초구,,06:00~22:00,,37.5005871,126.9919603,2018-07-11
공중화장실,방배열린문화센터 (위탁시설),,서울특별시 서초구 방배동 852-14,N,4,3,0,0,0,0,8,0,0,서울특별시 서초구,,06:00~22:00,,37.4889163,126.990113,2018-07-11
공중화장실,양재천 (연인의거리),,서울특별시 서초구 양재동 87-6,N,2,3,0,0,0,0,4,0,0,서울특별시 서초구,,연중무휴,,37.4796253,127.0405797,2018-07-11
공중화장실,양재천 (영동2교 둑마루),,서울특별시 서초구 양재동 261-23,N,1,2,1,0,0,0,3,1,0,서울특별시 서초구,,연중무휴,,37.4768032,127.0392363,2018-07-11
공중화장실,양재천 무인자동 (교총삼거리 둑마루),,서울특별시 서초구 우면동 143-6,N,1,3,1,0,0,0,5,1,0,서울특별시 서초구,,연중무휴,,37.4683279,127.0268777,2018-07-11
공중화장실,방배쉼터화장실,,서울특별시 서초구 방배동 445-3,N,1,2,1,0,0,0,3,1,0,서울특별시 서초구,,연중무휴,,37.4767882,126.980338,2018-07-11
공중화장실,방배뒷벌화장실,,서울특별시 서초구 방배동 821-1,N,2,2,1,0,0,0,5,1,0,서울특별시 서초구,,연중무휴,,37.4903505,126.9847066,2018-07-11
